film,scene_name,character,dialogue,dialogue_cleaned,location
The Two Towers,Sméagol and Gollum,Sam,Can't you hear yourself? Don't you know who you sound like?,cant hear dont know sound like,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,"We wants it, we needs it. Must have the Precious.",want need must precious,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,"They stole it from us. Sneaky little hobbitses. Wicked, tricksy, false!",stole u sneaky little hobbitses wicked tricksy false,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,No! No! Master!,master,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,"Yes. Precious first. They will cheat you, hurt you, lie!",yes precious first cheat hurt lie,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Master's my friend.,master friend,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,You don't have any friends. Nobody likes you.,dont friend nobody like,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Not listening. Not listening.,listening listening,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,"You're a liar, and a thief.",youre liar thief,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,No.,,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,Murderer!,murderer,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Go away.,go away,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,Go away?! (Laughs.),go away laugh,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,"I hate you, I hate you!",hate hate,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,Where would you be without me? (gollum gollum). I saved us. It was me. We survived because of me!,would without gollum gollum saved u survived,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Not anymore.,anymore,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,What did you say?,say,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Master looks after us now. We don't need you.,master look u dont need,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,What?,,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Leave now and never come back.,leave never come back,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,No!,,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Leave now andnevercome back!,leave andnevercome back,1228.8 591.7
The Two Towers,Sméagol and Gollum,Gollum,Argh!,argh,1228.8 591.7
The Two Towers,Sméagol and Gollum,Sméagol,Leave now and never come back!,leave never come back,
The Two Towers,Sméagol and Gollum,Sméagol,"We told him to go away! And away he goes Precious. Gone, gone, gone, Sméagol is free!",told go away away go precious gone gone gone sméagol free,1228.8 591.7
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,Look! Look! See what Sméagol finds! (Laughs.),look look see sméagol find laugh,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,They are young! They are tender and nice. Yes they are! Eat them. Eat them.,young tender nice yes eat eat,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,"Make him sick you will, behaving like that. There's only one way to eat a brace of coneys.",make sick behaving like there one way eat brace coney,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,Argh! What's he doing! Stupid fat hobbit. You ruins it!,argh whats stupid fat hobbit ruin,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,What's to ruin? There's hardly any meat on them.,whats ruin there hardly meat,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,What we need is a few good taters.,need good tater,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,"What's taters? Precious, what's taters? Huh?",whats tater precious whats tater huh,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,"Po-ta-toes! Boil them, mash them, stick them in a stew. Lovely big golden chips with a nice piece of fried fish.",potato boil mash stick stew lovely big golden chip nice piece fried fish,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,Phooh!,phooh,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,Even you couldn't say no to that.,even couldnt say,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,Oh yes we could! Spoiling nice fish!,oh yes could spoiling nice fish,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,Give it to us raw - and wriggling! You keep nasty chips!,give u raw wriggling keep nasty chip,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,You're hopeless.,youre hopeless,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,Mister Frodo?,mister frodo,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,Who are they?,,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Smégol,Wicked men; servants of Sauron. They are called to Mordor. The Dark One is gathering all armies to him. It won't be long now. It will soon be ready.,wicked men servant sauron called mordor dark one gathering army wont long soon ready,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,Ready to do what?,ready,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sméagol,To make His war. The last war that will cover all the world in shadow.,make war last war cover world shadow,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Frodo,We've got to keep moving. C'mon Sam.,weve got keep moving cmon sam,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,Mister Frodo! Look! It's an Oliphant! No one at home will believe this.,mister frodo look oliphant one home believe,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Frodo,Sméagol?,sméagol,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Frodo,We've lingered here for too long. C'mon Sam!,weve lingered long cmon sam,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Sam,Ah! Wait! We're innocent travelers!,ah wait innocent traveler,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Faramir,"There are no travelers in this land, only servants of the Dark Tower.",traveler land servant dark tower,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Frodo,: We are bound to an errand of secrecy. Those that claim to oppose the enemy would do well not to hinder us.,bound errand secrecy claim oppose enemy would well hinder u,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Faramir,The enemy?,enemy,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Faramir,"His sense of duty was no less than yours, I deem. You wonder what his name is, where he came from, and if he was really evil at heart. What lies or threats led him on this long march from home. If he would not rather have stayed there in peace.",sense duty less deem wonder name came really evil heart lie threat led long march home would rather stayed peace,1204 625.4
The Two Towers,Of Herbs and Stewed Rabbit,Faramir,War will make corpses of us all. Bind their hands.,war make corps u bind hand,1204 625.4
The Two Towers,Journey to Helm's Deep,Gimli,"It's true you don't see many dwarf women. And in fact, they are so alike in voice and appearance, they are often mistaken for dwarf men.",true dont see many dwarf woman fact alike voice appearance often mistaken dwarf men,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,It's the beards.,beard,973.5 570.1
The Two Towers,Journey to Helm's Deep,Gimli,And this in turn has given rise to the belief that there are no dwarf women. And the dwarves just spring out of holes in the ground!,turn given rise belief dwarf woman dwarf spring hole ground,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,(Laughs.),laugh,973.5 570.1
The Two Towers,Journey to Helm's Deep,Gimli,(Laughs.) Which is of course ridiculous. Whoa!,laugh course ridiculous whoa,973.5 570.1
The Two Towers,Journey to Helm's Deep,Gimli,It's all right! It's all right. Nobody panic. That was deliberate. Itwasdeliberate.,right right nobody panic deliberate itwasdeliberate,973.5 570.1
The Two Towers,Journey to Helm's Deep,Théoden,I have not seen my niece smile in a long time.,seen niece smile long time,973.5 570.1
The Two Towers,Journey to Helm's Deep,Théoden,She was a girl when they brought her father back dead. Cut down by Orcs.,girl brought father back dead cut orcs,973.5 570.1
The Two Towers,Journey to Helm's Deep,Théoden,She watched her mother succumb to grief. And she was left alone to tend her king in growing fear. Doomed to wait upon an old man who should have loved her as a father.,watched mother succumb grief left alone tend king growing fear doomed wait upon old man loved father,973.5 570.1
The Two Towers,Journey to Helm's Deep,Eowyn,Gimli?,gimli,973.5 570.1
The Two Towers,Journey to Helm's Deep,Gimli,"No, I couldn't. I really couldn't.",couldnt really couldnt,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,"I made some stew. It isn't much, but it's hot.",made stew isnt much hot,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Thank you.,thank,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Mmm. It's good.,mmm good,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,Really?,really,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Mmm.,mmm,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,"My Uncle told me a strange thing. He said that you rode to war with Thengel, my grandfather. But he must be mistaken.",uncle told strange thing said rode war thengel grandfather must mistaken,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,King Théoden has a good memory. He was only a small child at the time.,king théoden good memory small child time,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,Then you must be at least sixty. Seventy? But you cannot be eighty!,must least sixty seventy eighty,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Eighty-seven.,eightyseven,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,"You are one of the Dúnedain. A descendant of Númenor, blessed with long life. It was said that your race had passed into legend.",one dúnedain descendant númenor blessed long life said race passed legend,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,There are few of us left. The Northern Kingdom was destroyed long ago.,u left northern kingdom destroyed long ago,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,I'm sorry. Please eat!,im sorry please eat,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,The light of the Evenstar does not wax and wane. It is mine to give to whom I will. Like my heart. Go to sleep.,light evenstar wax wane mine give like heart go sleep,
The Two Towers,Journey to Helm's Deep,Aragorn,I am asleep. This is a dream.,asleep dream,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Then it is a good dream. Sleep.,good dream sleep,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Sleep.,sleep,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,"Minlû pedich nin, i aur hen telitha. (You told me once, this day would come.)",minlû pedich nin aur hen telitha told day would come,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Ú i vethed. Nâ i onnad. Boe bedich go Frodo. Han bâd lîn. (This is not the end. It is the beginning. You must go with Frodo. That is your path.),ú vethed nâ onnad boe bedich go frodo han bâd lîn end beginning must go frodo path,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Dolen i vâd o nin. (My path is hidden from me.),dolen vâd nin path hidden,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,"Si peliannen i vâd na dail lîn. Si boe ú-dhannathach. (It is already laid before your feet, you cannot falter now.)",si peliannen vâd na dail lîn si boe údhannathach already laid foot falter,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Arwen.,arwen,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Ae ú-esteliach nad... estelio han. Estelio ammen. (If you trust nothing else... trust this. Trust us.),ae úesteliach nad estelio han estelio amman trust nothing else trust trust u,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,Where is she? The woman who gave you that jewel?,woman gave jewel,973.5 570.1
The Two Towers,Journey to Helm's Deep,Elrond,"Our time here is ending. Arwen's time is ending. Let her go. Let her take the ship into the West. Let her bear away her love for you to the undying lands, there to be ever green.",time ending arwens time ending let go let take ship west let bear away love undying land ever green,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,But never more than a memory.,never memory,973.5 570.1
The Two Towers,Journey to Helm's Deep,Elrond,I will not leave my daughter here to die.,leave daughter die,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,She stays because she still has hope.,stay still hope,973.5 570.1
The Two Towers,Journey to Helm's Deep,Elrond,She stays for you! She belongs with her people.,stay belongs people,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Nach gwannatha sin? Ma nathach hi gwannathach or minuial archened? {Is this how you would take your leave? Did you think you could slip away at first light - unnoticed?),nach gwannatha sin nathach hi gwannathach minuial archened would take leave think could slip away first light unnoticed,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Ú-ethelithon. (I will not be coming back.),úethelithon coming back,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Estelio guru lîn ne dagor. Ethelithach. (You underestimate your skill in battle. You will come back.),estelio guru lîn ne dagor ethelithach underestimate skill battle come back,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,Ú-bedin o gurth ne dagor. (It is not of death in battle that I speak.),úbedin gurth ne dagor death battle speak,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,O man pedich? (What do you speak of?),man pedich speak,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,"Edra le men, men na guil edwen, haer o auth a nîr a naeth. (You have a chance for another life, away from war, grief, despair.)",edra le men men na guil edwen haer auth nîr naeth chance another life away war grief despair,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,Why are you saying this?,saying,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,"I am mortal. You are elfkind. It was a dream Arwen, nothing more.",mortal elfkind dream arwen nothing,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,I don't believe you.,dont believe,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,This belongs to you.,belongs,973.5 570.1
The Two Towers,Journey to Helm's Deep,Arwen,It was a gift. Keep it.,gift keep,973.5 570.1
The Two Towers,Journey to Helm's Deep,Èowyn,My lord?,lord,973.5 570.1
The Two Towers,Journey to Helm's Deep,Aragorn,"She is sailing to the undying lands, with all that is left of her kin.",sailing undying land left kin,973.5 570.1
The Two Towers,The Wolves of Isengard,Gamling,What is it? Háma?,háma,973.5 570.1
The Two Towers,The Wolves of Isengard,Háma,I'm not sure.,im sure,973.5 570.1
The Two Towers,The Wolves of Isengard,Legolas,A scout!,scout,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,What is it? What do you see?,see,973.5 570.1
The Two Towers,The Wolves of Isengard,Aragorn,Wargs! We are under attack!,wargs attack,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,All riders to the head of the column!,rider head column,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,"C'mon get me up here, I'm a fighter. Argh!",cmon get im fighter argh,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,You must lead the people to Helm's Deep and make haste.,must lead people helm deep make haste,973.5 570.1
The Two Towers,The Wolves of Isengard,Èowyn,I can fight!,fight,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,No! You must do this - for me.,must,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,Follow me! Argh!,follow argh,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,"Forward, forward, march forward.",forward forward march forward,973.5 570.1
The Two Towers,The Wolves of Isengard,Èowyn,Make for the lower ground. Stick together!,make lower ground stick together,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,Bring your pretty face to my axe!,bring pretty face axe,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,Argh! That one counts as mine!,argh one count mine,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,Argh! Stinking creature. Argh!,argh stinking creature argh,973.5 570.1
The Two Towers,The Wolves of Isengard,Legolas,Aragorn!,aragorn,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,Aragorn?,aragorn,973.5 570.1
The Two Towers,The Wolves of Isengard,Gimli,Tell me what happened and I will ease your passing!,tell happened ease passing,973.5 570.1
The Two Towers,The Wolves of Isengard,Orc,He's... (cough)... dead. (Laughs). He took a little tumble off the cliff.,he cough dead laugh took little tumble cliff,973.5 570.1
The Two Towers,The Wolves of Isengard,Legolas,You lie!,lie,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,Get the wounded on horses. The wolves of Isengard will return.,get wounded horse wolf isengard return,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,Leave the dead.,leave dead,973.5 570.1
The Two Towers,The Wolves of Isengard,Théoden,Come.,come,973.5 570.1
The Two Towers,Isengard Unleashed,Villagers,Helm's Deep!,helm deep,957.8 562.9
The Two Towers,Isengard Unleashed,Freda,Mama!,mama,957.8 562.9
The Two Towers,Isengard Unleashed,Mother,Freda! Freda!,freda freda,957.8 562.9
The Two Towers,Isengard Unleashed,Èowyn,Where is the rest?,rest,957.8 562.9
The Two Towers,Isengard Unleashed,Man,"This is all we could save, my lady.",could save lady,957.8 562.9
The Two Towers,Isengard Unleashed,Èowyn,Take it to the caves.,take cave,957.8 562.9
The Two Towers,Isengard Unleashed,Guard,Make way for the king! Make way for Théoden. Make way for the King!,make way king make way théoden make way king,957.8 562.9
The Two Towers,Isengard Unleashed,Èowyn,So few. So few of you have returned.,returned,957.8 562.9
The Two Towers,Isengard Unleashed,Théoden,Our people are safe. We have paid for it with many lives.,people safe paid many life,957.8 562.9
The Two Towers,Isengard Unleashed,Gimli,My lady...,lady,957.8 562.9
The Two Towers,Isengard Unleashed,Èowyn,"Lord Aragorn, where is he?",lord aragorn,957.8 562.9
The Two Towers,Isengard Unleashed,Gimli,He fell...,fell,957.8 562.9
The Two Towers,Isengard Unleashed,Théoden,"Draw all our forces behind the wall. Bar the gate, and set a watch on the surround.",draw force behind wall bar gate set watch surround,957.8 562.9
The Two Towers,Isengard Unleashed,Guard,What of those who cannot fight my lord? The women and children?,fight lord woman child,957.8 562.9
The Two Towers,Isengard Unleashed,Théoden,Get them into the caves. Saruman's arm would have grown long indeed if he thinks he can reach us here.,get cave sarumans arm would grown long indeed think reach u,957.8 562.9
The Two Towers,Isengard Unleashed,Gríma,"Helm's Deep has but one weakness. It's outer wall is solid rock for except for a small culvert in space, which is little more than a drain.",helm deep one weakness outer wall solid rock except small culvert space little drain,
The Two Towers,Isengard Unleashed,Gríma,How? How can fire undo stone? What kind of device can break down a wall?,fire undo stone kind device break wall,
The Two Towers,Isengard Unleashed,Saruman,"If the wall is breached, Helm's Deep will fall.",wall breached helm deep fall,
The Two Towers,Isengard Unleashed,Gríma,"Even if it is breached, it would take a number beyond reckoning - thousands - to storm the keep.",even breached would take number beyond reckoning thousand storm keep,
The Two Towers,Isengard Unleashed,Saruman,Tens of thousands.,ten thousand,
The Two Towers,Isengard Unleashed,Gríma,But my lord there is no such force.,lord force,
The Two Towers,Isengard Unleashed,Saruman,A new power is rising. Its victory is at hand.,new power rising victory hand,
The Two Towers,Isengard Unleashed,Saruman,"This night, the land will be stained with the blood of Rohan! March to Helm's Deep! Leave none alive!",night land stained blood rohan march helm deep leave none alive,
The Two Towers,Isengard Unleashed,Saruman,To war!,war,
The Two Towers,Isengard Unleashed,Saruman,There will be no dawn for Men.,dawn men,
The Two Towers,Isengard Unleashed,Pippin,Look! There's smoke to the south!,look there smoke south,970 490
The Two Towers,Isengard Unleashed,Treebeard,There is always smoke rising up from Isengard these days.,always smoke rising isengard day,970 490
The Two Towers,Isengard Unleashed,Merry,Isengard?,isengard,970 490
The Two Towers,Isengard Unleashed,Treebeard,"There was a time, when Saruman would walk in my woods, but now, he has a mind of metal and wheels.",time saruman would walk wood mind metal wheel,970 490
The Two Towers,Isengard Unleashed,Treebeard,He no longer cares for growing things.,longer care growing thing,970 490
The Two Towers,Isengard Unleashed,Pippin,What is it?,,970 490
The Two Towers,Isengard Unleashed,Merry,It's Saruman's army! The war has started.,sarumans army war started,970 490
The Two Towers,The Ring Grows Strong,Arwen,May the grace of the Valar protect you.,may grace valar protect,
The Two Towers,The Ring Grows Strong,Elrond,"Arwen. Tollen i lû. I chair gwannar na Valannor. Si bado, no círar. (Arwen. It is time. The ships are leaving for Valinor. Go now, before it is too late.)",arwen tollen lû chair gwannar na valannor si bado círar arwen time ship leaving valinor go late,
The Two Towers,The Ring Grows Strong,Arwen,I've made my choice.,ive made choice,
The Two Towers,The Ring Grows Strong,Elrond,He is not coming back. Why do you linger when there is no hope?,coming back linger hope,
The Two Towers,The Ring Grows Strong,Arwen,There is still hope.,still hope,
The Two Towers,The Ring Grows Strong,Elrond,"If Aragorn survives this war, You will still be parted.",aragorn survives war still parted,
The Two Towers,The Ring Grows Strong,Elrond,"If Sauron is defeated, and Aragorn made king and all that you hoped for comes true... you will still have to taste the bitterness of mortality.",sauron defeated aragorn made king hoped come true still taste bitterness mortality,
The Two Towers,The Ring Grows Strong,Elrond,"Whether by the sword or the slow decay of time, Aragorn will die. And there will be no comfort for you. No comfort to ease the pain of his passing.",whether sword slow decay time aragorn die comfort comfort ease pain passing,
The Two Towers,The Ring Grows Strong,Elrond,"He will come to death. An image of the splendor of the kings of men in glory, undimmed before the breaking of the world.",come death image splendor king men glory undimmed breaking world,
The Two Towers,The Ring Grows Strong,Elrond,"But you, my daughter, you will linger on in darkness and in doubt. As night falling winter has come without a star.",daughter linger darkness doubt night falling winter come without star,
The Two Towers,The Ring Grows Strong,Elrond,"Here you will dwell, bound to you grief, under the fading trees, until all the world has changed and the long years of your life are utterly spent.",dwell bound grief fading tree world changed long year life utterly spent,
The Two Towers,The Ring Grows Strong,Elrond,"Arwen... there is nothing for you here, only death.",arwen nothing death,
The Two Towers,The Ring Grows Strong,Elrond,"Ah im, ú erin veleth lîn? (Do I not also have your love?)",ah im ú erin veleth lîn also love,
The Two Towers,The Ring Grows Strong,Arwen,"Gerich veleth nîn, ada. (You have my love, father.)",gerich veleth nîn ada love father,
The Two Towers,The Ring Grows Strong,Galadriel,"I amar prestar aen. Han mathon ne nen, han mathon ne chae a han noston ned wilith. (The world is changed. I can feel it in the water, I can feel it in the earth, I can smell it in the air.)",amar prestar aen han mathon ne nen han mathon ne chae han noston ned wilith world changed feel water feel earth smell air,
The Two Towers,The Ring Grows Strong,Galadriel,The power of the enemy is growing. Sauron will use his puppet Saruman to destroy the people of Rohan.,power enemy growing sauron use puppet saruman destroy people rohan,
The Two Towers,The Ring Grows Strong,Galadriel,Isengard has been unleashed.,isengard unleashed,
The Two Towers,The Ring Grows Strong,Galadriel,The Eye of Sauron now turns to Gondor. The last free kingdom of men.,eye sauron turn gondor last free kingdom men,
The Two Towers,The Ring Grows Strong,Galadriel,"His war on this country will come swiftly. He senses the Ring is close. The strength of the Ringbearer is failing. In his heart, Frodo begins to understand. The quest will claim his life.",war country come swiftly sens ring close strength ringbearer failing heart frodo begin understand quest claim life,
The Two Towers,The Ring Grows Strong,Galadriel,You know this. You have foreseen it. It is the risk we all took.,know foreseen risk took,
The Two Towers,The Ring Grows Strong,Galadriel,"In the gathering dark, the will of the Ring grows strong. It works hard now to find its way back into the hands of men. Men, who are so easily seduced by its power.",gathering dark ring grows strong work hard find way back hand men men easily seduced power,
The Two Towers,The Ring Grows Strong,Galadriel,"The young captain of Gondor has but to extend his hand to take the Ring for his own and the world will fall. He is close now, so close to achieving his goal.",young captain gondor extend hand take ring world fall close close achieving goal,
The Two Towers,The Ring Grows Strong,Galadriel,"For Sauron will have dominion over all life on this Earth, even until the ending of the world.",sauron dominion life earth even ending world,
The Two Towers,The Ring Grows Strong,Galadriel,The time of the elves is over. Do we leave Middle-Earth to this fate? Do we let them stand alone?,time elf leave middleearth fate let stand alone,
The Two Towers,The Window on the West,Faramir,What news?,news,
The Two Towers,The Window on the West,Madril,"Our scouts report Saruman has attacked Rohan. Théoden's people have fled to Helm's Deep. But we must look to our own borders. Faramir, orcs are on the move. Sauron is marshalling an army. Easterlings and Southrons are passing through the Black Gate.",scout report saruman attacked rohan théodens people fled helm deep must look border faramir orcs move sauron marshalling army easterlings southrons passing black gate,
The Two Towers,The Window on the West,Faramir,How many?,many,
The Two Towers,The Window on the West,Madril,Some thousands. More come every day.,thousand come every day,
The Two Towers,The Window on the West,Faramir,Who's covering the river to the north?,who covering river north,
The Two Towers,The Window on the West,Madril,"We pulled five hundred men out of Osgiliath, but if the city is attacked, we won't hold it.",pulled five hundred men osgiliath city attacked wont hold,
The Two Towers,The Window on the West,Faramir,Saruman attacks from Isengard. Sauron from Mordor. The fight will come to men on both fronts. Gondor is weak. Sauron will strike us soon. And he will strike hard. He knows now we do not have the strength to repel him.,saruman attack isengard sauron mordor fight come men front gondor weak sauron strike u soon strike hard know strength repel,
The Two Towers,The Window on the West,Faramir,My men tell me that you are orc spies.,men tell orc spy,
The Two Towers,The Window on the West,Sam,Spies! Now wait just a minute.,spy wait minute,1204 625.4
The Two Towers,The Window on the West,Faramir,"Well if you're not spies, then who are you?",well youre spy,1204 625.4
The Two Towers,The Window on the West,Faramir,Speak!,speak,1204 625.4
The Two Towers,The Window on the West,Frodo,We are hobbits of the Shire. Frodo Baggins is my name and this is Samwise Gamgee.,hobbit shire frodo baggins name samwise gamgee,1204 625.4
The Two Towers,The Window on the West,Faramir,Your bodyguard?,bodyguard,1204 625.4
The Two Towers,The Window on the West,Sam,His gardener.,gardener,1204 625.4
The Two Towers,The Window on the West,Faramir,And where is your skulking friend? That gangrel creature. He had an ill-favored look.,skulking friend gangrel creature illfavored look,1204 625.4
The Two Towers,The Window on the West,Frodo,There was no other.,,1204 625.4
The Two Towers,The Window on the West,Frodo,"We set out from Rivendell with seven companions. One we lost in Moria. Two were my kin. A dwarf there was also. And an elf. And two men. Aragorn, son of Arathorn and Boromir of Gondor.",set rivendell seven companion one lost moria two kin dwarf also elf two men aragorn son arathorn boromir gondor,1204 625.4
The Two Towers,The Window on the West,Faramir,You were friend of Boromir?,friend boromir,1204 625.4
The Two Towers,The Window on the West,Frodo,"Yes, for my part.",yes part,1204 625.4
The Two Towers,The Window on the West,Frodo,Dead? How? When?,dead,1204 625.4
The Two Towers,The Window on the West,Faramir,"As one of his companions, I had hoped you would tell me.",one companion hoped would tell,
The Two Towers,The Window on the West,Frodo,"If something has happened to Boromir, we would have you tell us.",something happened boromir would tell u,1204 625.4
The Two Towers,The Window on the West,Faramir,"His horn washed up upon the riverbank, about six days past. It was cloven in two.",horn washed upon riverbank six day past cloven two,
The Two Towers,The Window on the West,Faramir,"But more than this, I know it in my heart. He was my brother.",know heart brother,
The Two Towers,The Window on the West,Crowd,Boromir!,boromir,
The Two Towers,The Window on the West,Crowd,Boromir!,boromir,
The Two Towers,The Window on the West,Boromir,"This city was once the jewel of our kingdom. A place of light, and beauty, and music. And so it shall be once more!",city jewel kingdom place light beauty music shall,1220 659
The Two Towers,The Window on the West,Boromir,Let the armies of Mordor know this: Never again will the land of my people fall into enemy hands.,let army mordor know never land people fall enemy hand,1220 659
The Two Towers,The Window on the West,Boromir,The city of Osgiliath has been reclaimed. For Gondor!,city osgiliath reclaimed gondor,1220 659
The Two Towers,The Window on the West,Crowd,For Gondor!,gondor,1220 659
The Two Towers,The Window on the West,Boromir,For Gondor!,gondor,1220 659
The Two Towers,The Window on the West,Crowd,For Gondor!,gondor,1220 659
The Two Towers,The Window on the West,Boromir,For Gondor!,gondor,1220 659
The Two Towers,The Window on the West,Crowd,For Gondor!,gondor,1220 659
The Two Towers,The Window on the West,Faramir,Good speech. Nice and short.,good speech nice short,1220 659
The Two Towers,The Window on the West,Boromir,Leaves more time for drinking!,leaf time drinking,1220 659
The Two Towers,The Window on the West,Boromir,Break out the ale! These men are thirsty!,break ale men thirsty,1220 659
The Two Towers,The Window on the West,Boromir,"Remember today, little brother. Today, life is good.",remember today little brother today life good,1220 659
The Two Towers,The Window on the West,Boromir,What?,,1220 659
The Two Towers,The Window on the West,Faramir,He is here.,,1220 659
The Two Towers,The Window on the West,Boromir,One moment of peace. Can he not give us that?,one moment peace give u,1220 659
The Two Towers,The Window on the West,Denethor,Where is he? Where is Gondor's finest? Where is my first-born?,gondors finest firstborn,1220 659
